dataset,partition,num_clients,seed,round,client_id,global_gtg_rob,gtg_rob_contribution,global_gtg_adv,gtg_adv_contribution,global_gtg_fair,gtg_fair_contribution,global_gtg_priv,gtg_priv_contribution,gtg_priv_abs_contribution,global_gtg_fair_eo,gtg_fair_eo_contribution,gtg_fair_eo_abs_contribution,accuracy,precision,recall,f1,loss,loss_contribution,acc_contribution,global_gtg_loss,global_gtg_acc
cifar,iid,20,123,10,10,0.3749259710311889,0.0,0.0919446704637917,0.0105134500436806,0.9936800572635696,0.0,0.5992666666666666,0.0,,0.9470926519097776,0.0,0.0,0.499,0.6248595943409491,0.503108743247599,0.4911887363477426,1.387899398803711,0.0,0.0,1.387899398803711,0.499
cifar,iid,20,123,10,11,0.3749259710311889,0.0,0.0919446704637917,0.0,0.9936800572635696,0.0,0.5992666666666666,0.0,,0.9470926519097776,0.0004220949098854,0.0004220949098854,0.499,0.6248595943409491,0.503108743247599,0.4911887363477426,1.387899398803711,-0.0515486270457774,0.0,1.387899398803711,0.499
cifar,iid,20,123,10,12,0.3749259710311889,0.0,0.0919446704637917,0.0,0.9936800572635696,0.0,0.5992666666666666,0.0,,0.9470926519097776,0.0,0.0,0.499,0.6248595943409491,0.503108743247599,0.4911887363477426,1.387899398803711,-0.0483011146923443,0.0166241610738255,1.387899398803711,0.499
cifar,iid,20,123,10,13,0.3749259710311889,0.0,0.0919446704637917,0.0,0.9936800572635696,0.0,0.5992666666666666,0.0,,0.9470926519097776,0.0014845129244768,0.0014845129244768,0.499,0.6248595943409491,0.503108743247599,0.4911887363477426,1.387899398803711,0.0,0.003534899328859,1.387899398803711,0.499
cifar,iid,20,123,10,14,0.3749259710311889,0.0,0.0919446704637917,0.0061126462760072,0.9936800572635696,0.0,0.5992666666666666,0.0,,0.9470926519097776,0.0,0.0,0.499,0.6248595943409491,0.503108743247599,0.4911887363477426,1.387899398803711,0.0,0.0,1.387899398803711,0.499
cifar,iid,20,123,10,15,0.3749259710311889,0.0,0.0919446704637917,0.0,0.9936800572635696,0.0,0.5992666666666666,0.0,,0.9470926519097776,0.0003277247619155,0.0003277247619155,0.499,0.6248595943409491,0.503108743247599,0.4911887363477426,1.387899398803711,0.0,0.0,1.387899398803711,0.499
cifar,iid,20,123,10,16,0.3749259710311889,0.0,0.0919446704637917,0.0,0.9936800572635696,-0.001665436534317,0.5992666666666666,0.0,,0.9470926519097776,0.000135383425778,0.000135383425778,0.499,0.6248595943409491,0.503108743247599,0.4911887363477426,1.387899398803711,0.0,0.0,1.387899398803711,0.499
cifar,iid,20,123,10,17,0.3749259710311889,0.0,0.0919446704637917,0.0,0.9936800572635696,0.0,0.5992666666666666,0.0,,0.9470926519097776,-0.001417738633706,0.001417738633706,0.499,0.6248595943409491,0.503108743247599,0.4911887363477426,1.387899398803711,-0.0348402175817403,0.0,1.387899398803711,0.499
cifar,iid,20,123,10,18,0.3749259710311889,0.0,0.0919446704637917,0.0,0.9936800572635696,0.0,0.5992666666666666,0.0,,0.9470926519097776,0.0,0.0,0.499,0.6248595943409491,0.503108743247599,0.4911887363477426,1.387899398803711,-0.0180260479987204,0.0,1.387899398803711,0.499
cifar,iid,20,123,10,19,0.3749259710311889,0.0,0.0919446704637917,0.0,0.9936800572635696,-0.0007533450870706,0.5992666666666666,0.0,,0.9470926519097776,0.0,0.0,0.499,0.6248595943409491,0.503108743247599,0.4911887363477426,1.387899398803711,0.0,0.0,1.387899398803711,0.499
cifar,iid,4,123,1,0,0.5579519867897034,-0.03977832198143,0.6954545454545454,0.2856197695547501,1.0,0.0,0.8319111111111113,-0.0135892592592592,,0.9800209372351754,0.0071201776168024,0.0071201776168024,0.132,0.2853927023141588,0.1348005956924241,0.0727222719284279,2.824450969696045,0.0,0.0,2.824450969696045,0.132
